"","plot","grid_number","date","rich","plot_grid","treatment","complexity","plot_date","days_since_outplanting"
"1523","LS",24,"05-Jun-19",1,"LS - 24","50%","Low","LS - 05-Jun-19",1
"1524","LS",24,"06-Jun-19",1,"LS - 24","50%","Low","LS - 06-Jun-19",2
"1525","LS",24,"07-Jun-19",1,"LS - 24","50%","Low","LS - 07-Jun-19",3
"1526","LS",24,"09-Jul-19",1,"LS - 24","50%","Low","LS - 09-Jul-19",30
"1527","LS",24,"11-Jun-19",0,"LS - 24","50%","Low","LS - 11-Jun-19",5
"1528","LS",24,"13-Jun-19",2,"LS - 24","50%","Low","LS - 13-Jun-19",7
"1529","LS",24,"15-Jul-19",1,"LS - 24","50%","Low","LS - 15-Jul-19",33
"1530","LS",24,"15-Jun-19",0,"LS - 24","50%","Low","LS - 15-Jun-19",9
"1531","LS",24,"20-Jul-19",2,"LS - 24","50%","Low","LS - 20-Jul-19",37
"1532","LS",24,"20-Jun-19",0,"LS - 24","50%","Low","LS - 20-Jun-19",11
"1533","LS",24,"25-Jul-19",0,"LS - 24","50%","Low","LS - 25-Jul-19",43
"1534","LS",24,"25-Jun-19",2,"LS - 24","50%","Low","LS - 25-Jun-19",13
"1535","LS",24,"28-Jul-19",2,"LS - 24","50%","Low","LS - 28-Jul-19",48
"1536","LS",24,"28-Jun-19",0,"LS - 24","50%","Low","LS - 28-Jun-19",18
